;OPER_DATE;CREDIT_ACCOUNT_RK;DEBET_ACCOUNT_RK;CREDIT_AMOUNT;DEBET_AMOUNT
32858;2018-01-31;13630;12048338;45980.83;53974.82
32859;2018-01-31;13630;6077138;51772.21;8552.83
32860;2018-01-31;13630;1648686;69198.32;39496.13
32861;2018-01-31;13630;1648686;19266.34;7374.02
32862;2018-01-31;13630;6077138;93487.24;78924.14
32863;2018-01-31;13630;1648686;97937.53;74141.65
32864;2018-01-31;13630;92629528;72266.09;58652.18
32865;2018-01-31;13630;1648686;14722.96;69857.44
32866;2018-01-31;13630;168169085;10239.97;10815.55
32867;2018-01-31;13630;466717823;63771.4;49285.48
32868;2018-01-31;13630;73311876;35625.32;75681.35
32869;2018-01-31;13630;490890699;84004.67;84594.6
32870;2018-01-31;17436;13844;19633.17;13260.04
32871;2018-01-31;13630;1648686;42658.36;40971.26
32872;2018-01-31;17436;530084141;12812.97;35402.76
32873;2018-01-31;13630;409685020;12389.13;4229.15
32874;2018-01-31;13630;247574036;97610.33;75754.57
32875;2018-01-31;13630;466717823;88005.63;83565.41
32876;2018-01-31;13630;409685020;63984.83;57056.86
32877;2018-01-31;13630;6093814;77818.78;88838.16
32878;2018-01-31;13630;6093814;47346.51;20456.99
32879;2018-01-31;13630;1648686;63789.35;3905.63
32880;2018-01-31;34156728;13630;66277.92;78458.57
32881;2018-01-31;13630;434141714;10994.74;95584.54
32882;2018-01-31;13630;259925570;61969.05;13209.72
32883;2018-01-31;13630;17436;48432.4;24552.29
32884;2018-01-31;13630;1648686;46210.76;50642.87
32885;2018-01-31;13630;17627064;18262.62;65614
32886;2018-01-31;13560;13552;67234.87;94430.57
32887;2018-01-31;13630;490890699;49524.09;82011.29
32888;2018-01-31;34156728;34156914;74898.9;31655.48
32889;2018-01-31;13630;333075742;11603.17;91097.57
32890;2018-01-31;13630;17436;54678.71;85943.16
32891;2018-01-31;13630;1648686;57707.06;36250.93
32892;2018-01-31;13630;17436;15709.05;92541.75
32893;2018-01-31;13630;490890699;58695.59;57586.49
32894;2018-01-31;17436;13630;31272.54;27560.75
32895;2018-01-31;13630;1648686;53191.11;1903.24
32896;2018-01-31;13630;528641685;54139.92;94999.4
32897;2018-01-31;13630;17436;80179.14;81602.22
32898;2018-01-31;13630;73311876;26469.77;91090.77
32899;2018-01-31;13630;15698716;65523.55;59023.72
32900;2018-01-31;34157147;13631;86045.64;30651.76
32901;2018-01-31;13630;409685020;69843.15;64845.2
32902;2018-01-31;13630;511226604;70185.14;37529.72
32903;2018-01-31;13630;6077138;65576.7;38883.73
32904;2018-01-31;13630;490890699;88712.34;89421.95
32905;2018-01-31;13630;6077138;79935.73;2025.23
32906;2018-01-31;13630;409685020;6400.15;21496.41
32907;2018-01-31;22798;393059428;40156.56;81986.96
32908;2018-01-31;13631;15698487;71000.32;69690.33
32909;2018-01-31;13630;6093814;53171.03;93241.59
32910;2018-01-31;13630;1648686;40770.47;1623.51
32911;2018-01-31;13630;17627064;26455.53;350.67
32912;2018-01-31;13630;1648686;45642.28;98441.77
32913;2018-01-31;13630;409685020;47216.22;93704.64
32914;2018-01-31;13630;490890699;85521.34;15047.64
32915;2018-01-31;13630;409685020;41035.01;60944.54
32916;2018-01-31;13630;466717823;62307.23;81446.31
32917;2018-01-31;17436;530083845;55942.77;24863.85
32918;2018-01-31;13630;1648686;23472.88;23283.76
32919;2018-01-31;13630;17436;75134.66;4421.38
32920;2018-01-31;13630;199140845;81963.7;38631.32
32921;2018-01-31;13630;15698716;59611.71;37672.69
32922;2018-01-31;13630;6876829;49057.16;93347.67
32923;2018-01-31;13630;1648686;83890.2;25140.24
32924;2018-01-31;13630;1648686;64689.74;33350.17
32925;2018-01-31;17436;13630;74843.8;67240.24
32926;2018-01-31;13630;409685020;92714.28;91979.08
32927;2018-01-31;13630;333075742;59374.4;31687.91
32928;2018-01-31;13630;6093814;29093.52;17059.37
32929;2018-01-31;13630;6077138;58549.84;55706.48
32930;2018-01-31;13630;17440;52577.36;6611.71
32931;2018-01-31;13630;259925570;99828.27;51019.57
32932;2018-01-31;13630;1648686;70868.26;35878.5
32933;2018-01-31;13630;199140845;26889.08;29873.03
32934;2018-01-31;13630;2682057;44780.18;15291.22
32935;2018-01-31;13630;14050;86408.35;52964.02
32936;2018-01-31;17436;13630;8321.66;12782.74
32937;2018-01-31;13630;92629528;30914.27;89827.64
32938;2018-01-31;13630;1648686;94971.18;10345.73
32939;2018-01-31;13630;17436;25490.91;10332.01
32940;2018-01-31;13630;409685020;31791.94;22060.02
32941;2018-01-31;14138;259925678;60944.88;78235.62
32942;2018-01-31;14043;393059428;7026.72;409.41
32943;2018-01-31;13630;1648686;92632.45;91400.76
32944;2018-01-31;13630;1648686;98505.68;14492.61
32945;2018-01-31;13630;490890699;80570.33;76050.24
32946;2018-01-31;13630;17627064;29895.48;74962.93
32947;2018-01-31;13630;6093814;55440.96;52831.96
32948;2018-01-31;13630;75049201;74509.82;86500.79
32949;2018-01-31;13630;6876829;67545.72;93837.34
32950;2018-01-31;13630;466717823;8638.89;70298.55
32951;2018-01-31;13630;6077138;78104.25;73011.39
32952;2018-01-31;13630;14050;46132.92;5758.08
32953;2018-01-31;13630;92629528;57067.88;87685.46
32954;2018-01-31;13630;17436;2324.81;84865.31
32955;2018-01-31;13560;13552;42019.93;60885.46
32956;2018-01-31;14138;393059429;39119.39;19494.72
32957;2018-01-31;184239035;393059428;33942.1;59604.08
32958;2018-01-31;13630;81940125;7021.12;92460.72
32959;2018-01-31;13630;1648686;42420.33;69373.95
32960;2018-01-31;13630;409685020;50371.11;7459.41
32961;2018-01-31;13630;2654564;5923.27;74675.65
32962;2018-01-31;13630;1648686;90254.15;41849.3
32963;2018-01-31;13630;43780321;5795.98;82831.48
32964;2018-01-31;13630;6093814;99283.54;98459.99
32965;2018-01-31;13632;409684862;83664.98;3610.07
32966;2018-01-31;13630;25929620;80644.28;3595.16
32967;2018-01-31;13630;333075742;83343.41;77924.85
32968;2018-01-31;13630;409685020;27818.1;18012.76
32969;2018-01-31;13630;434141714;65921.09;9351.53
32970;2018-01-31;34156914;34156728;85274.72;34652.38
32971;2018-01-31;13630;259925570;52286.21;37625.07
32972;2018-01-31;13630;6093814;33987.33;14512.44
32973;2018-01-31;13630;43780321;35654.32;36916.6
32974;2018-01-31;13630;17436;67423.65;97861.29
32975;2018-01-31;13630;47376448;22205.91;24880.93
32976;2018-01-31;13630;409685020;93960.2;73468.99
32977;2018-01-31;13630;1648686;68512.99;98893.04
32978;2018-01-31;13632;393807629;12147.85;83900.23
32979;2018-01-31;13630;1648686;55842.88;45416.45
32980;2018-01-31;34157174;393807899;4218.07;40732.86
32981;2018-01-31;13630;6077138;91295.53;82969.09
32982;2018-01-31;13630;434141714;88460.47;25363.34
32983;2018-01-31;13630;490890699;38810.31;66937.49
32984;2018-01-31;13630;490890699;37507.48;99863.19
32985;2018-01-31;13630;1648686;68955.61;92295.84
32986;2018-01-31;17440;13630;27113.1;94706.54
32987;2018-01-31;13630;92629528;6999.02;84358.44
32988;2018-01-31;13630;490890699;21971.85;41577.58
32989;2018-01-31;13630;47376448;11592.25;57677.8
32990;2018-01-31;13630;6093814;39710.59;28001.89
32991;2018-01-31;13630;6077138;7712.41;93243.74
32992;2018-01-31;13985;13630;71928.98;52177.97
32993;2018-01-31;17436;13630;2503.1;92792.13
32994;2018-01-31;13630;490890699;87495.4;39186.28
32995;2018-01-31;13631;13659;23341.3;32036.17
32996;2018-01-31;25686468;17436;58745.61;57216.62
32997;2018-01-31;13630;1648686;92320.61;73735.19
32998;2018-01-31;13630;528641685;60015.71;91096.53
32999;2018-01-31;13630;37051;4562.56;71494.8
33000;2018-01-31;17436;13630;14375.63;4609.92
33001;2018-01-31;13630;25929620;29212.44;94536.74
33002;2018-01-31;13630;409685020;92567.83;29204.93
33003;2018-01-31;13630;415688653;9239.37;15932.05
33004;2018-01-31;13630;490890699;15046.57;80105.25
33005;2018-01-31;17436;17437;56570.83;51858.44
33006;2018-01-31;13630;409685020;11902.12;63555.29
33007;2018-01-31;13630;259925570;38660.19;76147.05
33008;2018-01-31;13630;1648686;92910.83;93798.64
33009;2018-01-31;13630;6077138;75761.21;75955.87
33010;2018-01-31;13630;530083422;64549.62;62151.62
33011;2018-01-31;17436;26899;98973.67;96253.09
33012;2018-01-31;13630;17436;57079.81;61276.22
33013;2018-01-31;13630;1648686;66031.03;87128.81
33014;2018-01-31;17436;30277;85803.07;11561.58
33015;2018-01-31;13630;92629528;55853.24;36347.48
33016;2018-01-31;13630;1648686;46187.51;40804.7
33017;2018-01-31;17436;13630;52214.54;32278.42
33018;2018-01-31;13630;409685020;57206.82;16951.79
33019;2018-01-31;13630;434141714;9175.79;86975.55
33020;2018-01-31;13985;13630;32283.22;59073.94
33021;2018-01-31;13630;12048338;44650.57;99397.52
33022;2018-01-31;13630;1648686;2741.57;62001.5
33023;2018-01-31;13630;6093814;8183.22;51656.44
33024;2018-01-31;13630;17440;51015.25;68081.83
33025;2018-01-31;13630;17436;49691.05;24565.34
33026;2018-01-31;13630;409685020;53248.14;3536.23
33027;2018-01-31;13630;15698716;67747.89;71455.43
33028;2018-01-31;13630;6876829;65886.14;95243.47
33029;2018-01-31;13630;6077138;81665.55;78370.9
33030;2018-01-31;13630;17436;40766.51;65092.61
33031;2018-01-31;13630;530100547;52279.53;61234.07
33032;2018-01-31;13630;1999399;20909.94;8785.38
33033;2018-01-31;13630;409685020;84136.87;69108.94
33034;2018-01-31;17436;13630;80507.08;47835.99
33035;2018-01-31;30277;13630;63122.6;25194.04
33036;2018-01-31;13630;247574036;52872.57;20411.78
33037;2018-01-31;13630;415688653;75353.39;67291.2
33038;2018-01-31;13630;490890699;24153.11;7156.89
33039;2018-01-31;13985;13630;47909.53;8095.06
33040;2018-01-31;13630;6077138;29358.05;15722.08
33041;2018-01-31;13630;434141714;11694.15;39051.21
33042;2018-01-31;13630;199140845;15097.81;23601.13
33043;2018-01-31;13630;17436;7802.91;12073.65
33044;2018-01-31;13630;434141714;36048.17;33880.1
33045;2018-01-31;13630;6077138;10649.32;97973.33
33046;2018-01-31;13630;409685020;82044.4;61455.33
33047;2018-01-31;17436;13630;48209.62;53193.16
33048;2018-01-31;13630;1648686;67859.31;28787.44
33049;2018-01-31;13630;434141714;68506.47;83248.65
33050;2018-01-31;13630;127503341;9837.48;71305.82
33051;2018-01-31;13630;168169085;76850.48;3887.83
33052;2018-01-31;13630;466717823;88493.61;25044.44
33053;2018-01-31;13630;490890699;91856.53;77401.25
33054;2018-01-31;13630;6093814;10693.12;15657.42
33055;2018-01-31;13630;75049201;79550.49;95244.19
33056;2018-01-31;13630;6077138;10965.55;93359.7
33057;2018-01-31;13985;13630;17422.11;55864.32
33058;2018-01-31;13630;409685020;88693.75;60082.44
33059;2018-01-31;30277;13630;73307.72;56958.11
33060;2018-01-31;13630;409685020;42665.47;94786.19
33061;2018-01-31;13630;13552;67082.27;62551.47
33062;2018-01-31;13630;6077138;9291.31;11332.22
33063;2018-01-31;13630;1648686;78387.2;20731.89
33064;2018-01-31;13630;409685020;49199.22;43859.85
33065;2018-01-31;17436;25686468;50539.85;33990.59
33066;2018-01-31;13630;6077149;78462.71;24760.01
33067;2018-01-31;13630;6876829;11982.89;17851.66
33068;2018-01-31;13630;247574036;40766.52;3550.68
33069;2018-01-31;13630;199140845;16452.47;25790.93
33070;2018-01-31;13630;6077138;39258.56;87353.4
33071;2018-01-31;13985;13630;7317.83;47013.72
33072;2018-01-31;13630;12048338;27239.8;28071.43
33073;2018-01-31;13630;490890699;53837.65;70738.14
33074;2018-01-31;13630;1648686;21537.77;21517.34
33075;2018-01-31;13907;259925678;10151.27;10524.79
33076;2018-01-31;13630;490890699;23573.63;35588.74
33077;2018-01-31;13630;6077138;45800.12;19128.79
33078;2018-01-31;13630;75049201;82638.04;55237.69
33079;2018-01-31;13630;6077138;24619.72;37692.83
33080;2018-01-31;13630;340566193;68904.3;42396.38
33081;2018-01-31;13630;6876829;11391.85;89155.83
33082;2018-01-31;13630;1648686;40417.44;91533.38
33083;2018-01-31;13630;409685020;13095.84;51732.08
33084;2018-01-31;13630;92629528;96910.38;33874.58
33085;2018-01-31;17436;13630;81655.25;27952.3
33086;2018-01-31;13630;17436;47435.84;80625.55
33087;2018-01-31;13630;415688653;3971.83;69905.27
33088;2018-01-31;13630;75049201;22857.62;20919.92
33089;2018-01-31;13630;527686699;33289.62;30829.08
33090;2018-01-31;13630;413744794;32849.56;88538.47
33091;2018-01-31;13630;1648686;31256.67;72772.85
33092;2018-01-31;13630;6077138;79448.59;96339.97
33093;2018-01-31;13630;17627064;53119.39;61100.76
33094;2018-01-31;13630;6077138;79997.7;36602.6
33095;2018-01-31;13630;2654564;55544.49;9670.82
33096;2018-01-31;13630;17436;45947.05;27844.31
33097;2018-01-31;13630;92629528;14946.76;79675.99
33098;2018-01-31;13630;75049201;78886.78;20413.67
33099;2018-01-31;13630;409685020;98745.79;24150.17
33100;2018-01-31;13630;409685020;61946.01;35492.91
33101;2018-01-31;13630;48422264;98690.44;68973.61
33102;2018-01-31;17436;13630;2142.9;14123.1
33103;2018-01-31;13630;6077138;80430.06;46431.25
33104;2018-01-31;13630;1648686;56508.66;79089.74
33105;2018-01-31;17436;13630;49957.87;15487.61
33106;2018-01-31;13630;6093814;43776.16;55876.39
33107;2018-01-31;13630;409685020;10465.68;48352.89
33108;2018-01-31;24753;393059428;38736.34;64511.24
33109;2018-01-31;13630;73311876;50256.59;20415.14
33110;2018-01-31;13630;409685020;28135.98;68640.33
33111;2018-01-31;13630;1648686;61402.9;42857.43
33112;2018-01-31;13630;17627064;61718.89;96602.02
33113;2018-01-31;17437;530084637;7628.29;26322.62
33114;2018-01-31;17436;13630;1039.23;2717.62
33115;2018-01-31;1235426;17436;94055.44;84803.64
33116;2018-01-31;13630;1648686;56412.83;31980.06
33117;2018-01-31;13630;409685020;99802.69;34992.46
33118;2018-01-31;13630;1648686;2661.57;11686.73
33119;2018-01-31;13630;1648686;19204.1;35957.26
33120;2018-01-31;13630;490890699;75429.7;3077.26
33121;2018-01-31;13630;25929620;76588.36;23773.86
33122;2018-01-31;13630;6093814;92478.99;66010.17
33123;2018-01-31;13630;17436;58023.71;84683.4
33124;2018-01-31;17436;13630;92355.55;65203.35
33125;2018-01-31;17436;26899;91.13;7022.76
33126;2018-01-31;13630;199140845;89054;60148.69
33127;2018-01-31;13630;409685020;67007.6;23664.9
33128;2018-01-31;13630;1648686;32094.92;6318.74
33129;2018-01-31;30277;17436;95296.23;3182.13
33130;2018-01-31;13985;13630;16840.72;74485.5
33131;2018-01-31;13630;6077138;31234.89;12921.49
33132;2018-01-31;13630;17436;11069.8;49760.56
33133;2018-01-31;13630;17436;50480.07;46437.74
33134;2018-01-31;13630;6077138;67563.12;29669.78
33135;2018-01-31;13630;530100655;84310.15;14166.05
33136;2018-01-31;13630;409685020;67588.5;26844.95
33137;2018-01-31;13630;17436;44189;20614.97
33138;2018-01-31;34157174;393807899;34650.5;19426.61
33139;2018-01-31;13630;490890699;27540.83;54074.44
33140;2018-01-31;13630;530084202;61805.37;7719.42
33141;2018-01-31;13630;6077149;33345.38;90093.23
33142;2018-01-31;17436;1972647;62866.31;61063.05
33143;2018-01-31;13985;13630;8468.54;88507.75
33144;2018-01-31;13630;6093814;38298.8;95098.92
33145;2018-01-31;13630;92629528;38174.59;19502.3
33146;2018-01-31;13630;1648686;86172.23;50438.99
33147;2018-01-31;17436;13630;48878.75;86499.5
33148;2018-01-31;13630;409685020;52837.82;27068.43
33149;2018-01-31;17436;13630;70211.6;60042.11
33150;2018-01-31;13630;6093814;95679.95;42333.86
33151;2018-01-31;13630;17440;98849.45;59944.05
33152;2018-01-31;13630;247574036;92048.3;44280.13
33153;2018-01-31;13631;32420540;27637.73;23704.5
33154;2018-01-31;13630;17440;79575.3;94548.43
33155;2018-01-31;13630;6077138;77739.34;93900.29
33156;2018-01-31;13630;1648686;14038.16;28641.61
33157;2018-01-31;13630;1648686;93275.36;79707.04
33158;2018-01-31;13630;6093814;35548.54;39703.43
33159;2018-01-31;13630;1648686;1429.25;49368.59
33160;2018-01-31;13630;466717823;44859.48;88654.66
33161;2018-01-31;13630;17627064;65940.03;53735.35
33162;2018-01-31;13630;13552;80108.77;33188.9
33163;2018-01-31;13630;466717823;665.55;20426.32
33164;2018-01-31;13630;490890699;53913.38;14400.6
33165;2018-01-31;13985;13630;80657.08;30330.45
33166;2018-01-31;17436;13630;61760.46;26390.28
33167;2018-01-31;13630;17436;14018.49;53853.67
33168;2018-01-31;13630;17436;51999.55;60983.11
33169;2018-01-31;34157174;393807899;13797.74;42441.61
33170;2018-01-31;34157174;13630;55611.48;86207.88
33171;2018-01-31;13630;1648686;82408.04;52336.96
33172;2018-01-31;13630;15698716;23740.53;31449.95
33173;2018-01-31;13985;13630;99209.33;21720.77
33174;2018-01-31;13630;17436;90142.41;50308
33175;2018-01-31;13630;1648686;35868.09;97697.3
33176;2018-01-31;13630;1648686;15723.09;36151.63
33177;2018-01-31;13630;1648686;13777.46;75788.72
33178;2018-01-31;13630;490890699;75522.75;99514.99
33179;2018-01-31;13630;92629528;80370.37;45961.68
33180;2018-01-31;13985;13630;58680.73;8294.81
33181;2018-01-31;13630;17436;54034.95;41335.76
33182;2018-01-31;13630;6077138;20938.71;91757.83
33183;2018-01-31;13630;6077138;47753.96;66037.72
33184;2018-01-31;13630;17627064;89624.72;7073.09
33185;2018-01-31;13630;6077138;22148.65;91160.02
33186;2018-01-31;13630;1648686;25911.3;83837.29
33187;2018-01-31;13631;530100779;1705.56;68600.01
33188;2018-01-31;13630;1648686;20104.6;65149.36
33189;2018-01-31;13630;6876829;75456.12;70251.18
33190;2018-01-31;13630;75049201;83496.9;36533.64
33191;2018-01-31;13630;1648686;18123.62;69636.47
33192;2018-01-31;13630;490890699;50552.23;94434.54
33193;2018-01-31;13630;92629528;6119.16;37283.22
33194;2018-01-31;13630;1648686;25905.27;94388.85
33195;2018-01-31;13630;6077138;99815.35;10680.28
33196;2018-01-31;13630;409685020;69277.92;67832.68
33197;2018-01-31;13630;2682057;83777.38;76550.19
33198;2018-01-31;13630;1648686;77965.7;30162
33199;2018-01-31;13630;415688653;18374.68;13365.25
33200;2018-01-31;13630;530100440;38523.04;21357.98
33201;2018-01-31;13630;466717823;12880.79;16053.72
33202;2018-01-31;13630;17440;34145.29;37573.65
33203;2018-01-31;13630;1648686;66297.31;35827.69
33204;2018-01-31;13630;6077138;1300.99;89233.58
33205;2018-01-31;13630;1648686;46039.9;59019.65
33206;2018-01-31;13630;17436;36048.64;98493.98
33207;2018-01-31;13630;43780321;15598.15;9232.96
33208;2018-01-31;13630;6077138;2729.35;60154.11
33209;2018-01-31;13630;6077138;78618.98;46843.98
33210;2018-01-31;13630;409685020;86146.68;47569.31
33211;2018-01-31;13630;490890699;76718;58902.65
33212;2018-01-31;13630;6077138;74905.78;5926.03
33213;2018-01-31;13630;12048338;67710.21;3877.01
33214;2018-01-31;13630;2654564;13999.3;20080.24
33215;2018-01-31;13630;92629528;81965.26;58627.64
33216;2018-01-31;13630;199140845;86507.34;88336.91
33217;2018-01-31;13630;6077138;86304.9;17642.19
33218;2018-01-31;13630;490890699;74107.29;84420.92
33219;2018-01-31;13630;409685020;5464.16;51853.22
33220;2018-01-31;13630;490890699;83668.11;52159.07
33221;2018-01-31;13630;6077138;96302.87;61953.91
33222;2018-01-31;13630;17436;92882.83;15413.51
33223;2018-01-31;13630;1648686;19913.24;72007.27
33224;2018-01-31;13630;17437;27986.8;62396.35
33225;2018-01-31;13985;13630;23394.17;64112.38
33226;2018-01-31;13630;434141714;77731.31;95092.68
33227;2018-01-31;13630;17436;72267.9;13428.82
33228;2018-01-31;13630;333075742;27284.01;80591
33229;2018-01-31;13630;1648686;19930.72;48144.59
33230;2018-01-31;13630;17627064;57653.89;48262.57
33231;2018-01-31;13630;92629528;94455.33;87808.34
33232;2018-01-31;13985;13630;77570.49;32344.8
33233;2018-01-31;13630;1648686;76661.84;10155.93
33234;2018-01-31;13630;340566193;82914.91;21062.32
33235;2018-01-31;13630;6876829;61086.18;86397.47
33236;2018-01-31;13630;6876829;12313.18;74921.85
33237;2018-01-31;13630;490890699;8797.88;79029.51
33238;2018-01-31;13985;13630;62982.82;96631.24
33239;2018-01-31;13630;17440;30909.92;2892.58
33240;2018-01-31;34156728;34156914;68322.38;91104.38
33241;2018-01-31;13630;466717823;67989.39;91730.61
33242;2018-01-31;13630;1648686;15172.92;54233.16
33243;2018-01-31;13630;14838;72056.46;13791.35
33244;2018-01-31;13985;13630;68927.92;6235.62
33245;2018-01-31;13630;409685020;65786.78;31761.18
33246;2018-01-31;13630;528787381;32683.49;99919.49
33247;2018-01-31;13630;6077138;39661.56;61238.6
33248;2018-01-31;13630;17436;84503.86;72964.7
33249;2018-01-31;13630;92629528;72109.84;75797.74
33250;2018-01-31;13630;340566193;36475.82;80999.42
33251;2018-01-31;13630;6093814;58404.74;40299.98
33252;2018-01-31;17436;13630;37318.2;32192.05
33253;2018-01-31;13985;13630;43141.89;40714.13
33254;2018-01-31;13632;259925678;91723.92;3177.82
33255;2018-01-31;17436;13630;16321.39;95606.39
33256;2018-01-31;17441;13630;71695.38;87920.11
33257;2018-01-31;13630;1648686;39875.2;72826.81
33258;2018-01-31;13630;1648686;2495.73;66511.79
33259;2018-01-31;13630;490890699;1599.69;46498.4
33260;2018-01-31;13985;13630;38580.42;42448.62
33261;2018-01-31;13630;6077138;41917.11;15598.39
33262;2018-01-31;13630;1648686;20981.81;747.74
33263;2018-01-31;13630;340566193;47636.07;96817.04
33264;2018-01-31;13630;434141714;47886.55;80907.72
33265;2018-01-31;13630;1648686;54827.25;99458.64
33266;2018-01-31;13630;43780321;77630.66;89314.66
33267;2018-01-31;13630;17436;43192.56;5640.58
33268;2018-01-31;13630;1648686;23296.43;11131.28
33269;2018-01-31;17436;13630;32444.74;6896.84
33270;2018-01-31;17436;13630;57410.98;88377.85
33271;2018-01-31;13630;1648686;9397.74;40623.3
33272;2018-01-31;13632;2682058;94155.73;5661.98
33273;2018-01-31;13630;6077138;4587.99;35179.21
33274;2018-01-31;13630;92629528;66431.28;41261.24
33275;2018-01-31;13630;409685020;7737;23084.28
33276;2018-01-31;13630;14838;15413.32;14026.95
33277;2018-01-31;13630;434141714;91396.13;57457.63
33278;2018-01-31;13630;409685020;81747.15;6040.8
33279;2018-01-31;13630;168169085;37117.02;85204.75
33280;2018-01-31;17436;13630;13099.77;97969.14
33281;2018-01-31;13985;13630;40172.77;69354.58
33282;2018-01-31;13630;409685020;92492.48;59513.95
33283;2018-01-31;13630;17627064;1246.97;94991.81
33284;2018-01-31;13630;92629528;99051.38;72319.95
33285;2018-01-31;13630;199140845;79723.65;59906.71
33286;2018-01-31;13630;528641685;54889.64;10997.42
33287;2018-01-31;13630;1648686;87121.7;32736.15
33288;2018-01-31;13632;259925678;48110.6;46505.1
33289;2018-01-31;13630;1648686;50777.61;87413.09
33290;2018-01-31;17436;13630;42008.98;55373.07
33291;2018-01-31;13630;1648686;19901.33;63299.87
33292;2018-01-31;13630;6077138;94934.67;46223.38
33293;2018-01-31;13985;13630;56916.27;59377.81
33294;2018-01-31;13630;1648686;95355.47;80309.58
33295;2018-01-31;13630;199140845;90845.33;36396.2
33296;2018-01-31;13630;528641685;9100.42;72617.52
33297;2018-01-31;17436;13630;76251.43;49903.47
33298;2018-01-31;13630;92629528;47891.8;10644.7
33299;2018-01-31;13630;530083454;35615.11;93207.11
33300;2018-01-31;13630;1648686;77981.93;84311.64
33301;2018-01-31;13630;92629528;95085.92;21320.92
33302;2018-01-31;13630;6077138;52258.67;94858.7
33303;2018-01-31;13630;6077138;55820.43;63523.92
33304;2018-01-31;13630;409685020;60532.05;42173.74
33305;2018-01-31;13630;409685020;44870.72;23756.13
33306;2018-01-31;13630;92629528;61413.87;57018.35
33307;2018-01-31;13630;466717823;48504.62;8034.44
33308;2018-01-31;13630;17627064;44192.52;97089.04
33309;2018-01-31;13630;466717823;28732.4;87847.95
33310;2018-01-31;13630;17436;39823.53;92092.3
33311;2018-01-31;13630;1648686;31388.01;8151.8
33312;2018-01-31;17436;13630;44937.46;55975.08
33313;2018-01-31;13630;1648686;9810.17;2781.44
33314;2018-01-31;13630;17436;21642.13;22736.81
33315;2018-01-31;13630;434141714;25943.26;26092.52
33316;2018-01-31;13630;17436;30816.75;45863.53
33317;2018-01-31;13630;466717823;8734.01;94267.65
33318;2018-01-31;17436;13630;50231.77;75721.76
33319;2018-01-31;13630;1648686;26823.79;55466.72
33320;2018-01-31;13630;17436;88397.12;1786.99
33321;2018-01-31;13630;75049201;83133.95;56769.34
33322;2018-01-31;13630;6077149;37327.93;39349.95
33323;2018-01-31;13630;25929620;44430.64;53292.94
33324;2018-01-31;13985;13630;69706.56;4983.82
33325;2018-01-31;13630;6093814;37751.41;87715.33
33326;2018-01-31;13630;490890699;2737;67003.12
33327;2018-01-31;17436;13844;1358.92;22919.39
33328;2018-01-31;13630;1648686;40286.72;4896.1
33329;2018-01-31;13985;13630;24102.36;73900.79
33330;2018-01-31;17436;13630;17595.51;81763.7
33331;2018-01-31;13630;1648686;89616.44;91348.8
33332;2018-01-31;13630;17436;88037.27;53604.73
33333;2018-01-31;13632;372912620;18023.78;11645.64
33334;2018-01-31;17436;13630;32740.11;75328.41
33335;2018-01-31;13630;92629528;63501.17;32589.65
33336;2018-01-31;13630;1648686;98876.03;11866.35
33337;2018-01-31;13630;47591220;44617.28;77151.46
33338;2018-01-31;13630;17627064;31442.25;75818.66
33339;2018-01-31;13630;466717823;61444.74;14644.02
33340;2018-01-31;13630;409685020;60958.9;47561.59
33341;2018-01-31;34157174;393807899;90496.77;24379.12
33342;2018-01-31;13630;1648686;89739.93;27302.18
33343;2018-01-31;17436;13630;49011.91;71103.46
33344;2018-01-31;13630;415688653;50759.62;32836.37
33345;2018-01-31;13630;409685020;68168.44;67827.28
33346;2018-01-31;13630;47376448;57485.46;16440.23
33347;2018-01-31;13630;199140845;46815.53;76434.39
33348;2018-01-31;34157174;393807899;55391.72;1157.73
33349;2018-01-31;13630;6077138;68414.97;70068.04
33350;2018-01-31;13630;1761691;14678.36;7931.81
33351;2018-01-31;13907;393059421;85882.59;68582.59
33352;2018-01-31;13630;247574036;16850.17;82368.7
33353;2018-01-31;13630;490890699;64866.78;34179.24
33354;2018-01-31;13630;6077138;42821.78;62803.66
33355;2018-01-31;13630;17627064;37563.41;1245.62
33356;2018-01-31;13630;12048338;52457.68;14599.13
33357;2018-01-31;13630;6077138;98279.92;7335.44
33358;2018-01-31;13985;13630;9065.88;38628.35
33359;2018-01-31;13630;409685020;62452.26;38796.89
33360;2018-01-31;17436;13630;86441.1;86192.23
33361;2018-01-31;13630;409685020;79472.91;90225.57
33362;2018-01-31;13630;409685020;91768.64;10316.69
33363;2018-01-31;1235426;13630;9024.04;54267.75
33364;2018-01-31;13630;6077138;13024.08;13032.26
33365;2018-01-31;17436;13630;47219.5;46120.6
33366;2018-01-31;13630;17627064;83750.47;47327.33
33367;2018-01-31;17132;17436;83226.61;77809.07
33368;2018-01-31;13630;409685020;29930.29;55363.55
33369;2018-01-31;13630;75049201;58558.37;32561.72
33370;2018-01-31;13630;6077138;90105.84;86575.32
33371;2018-01-31;13630;1648686;72349.08;3217.31
33372;2018-01-31;17436;13630;47435.5;66448.36
33373;2018-01-31;13630;415688653;75162.72;66551.34
33374;2018-01-31;13630;340566193;55068.58;9267.79
33375;2018-01-31;13630;490890699;15231.28;41832.81
33376;2018-01-31;34157174;393807899;87349.96;47887.89
33377;2018-01-31;13560;13552;60293.62;6447
